id;name;postal_code;delegation_id
289;CITE JABBESS;9014;7
290;CITE TAFERCHA;9014;7
291;JOUAOUDA;7042;10
292;CITE BEN ALEYA;7050;10
293;CITE LA RUCHE;7050;10
294;CITE NOUVELLE;7050;10
295;CITE SIDI YAHYA;7050;10
296;MENZEL BOURGUIBA;7050;10
297;MENZEL BOURGUIBA ENNAJAH;7072;10
298;MASTOUTA;9021;9
299;MASTOUTA GARE;9021;9
300;CITE DE LA DOUANE;7050;10
301;SIDI SMAIL;9021;9
302;CITE EL AMEL;9023;9
303;EL MAAGOULA;9023;9
304;SIDI FREJ;9029;9
305;HAMMAM SAYALA;9052;9
306;DJEBBA;9042;8
307;CITE 2 MARS;9022;8
308;CITE COMMERCIALE;9022;8
309;CITE DES OUVRIERS;9022;8
310;THIBAR;9022;8
311;CITE EL OLFA;9022;8
312;CITE ENNOUR;9022;8
313;CITE ESSALAMA;9022;8
314;CITE HACHED;9022;8
315;AIN EDDEFALI;9042;8
316;EL HENANCHA;9042;8
317;CITE IBN KHALDOUN;9022;8
318;ENNECHIMA;9022;8
319;CITE DES ORANGES;7026;12
320;CITE RURALE 1;7026;12
321;CITE RURALE 2;7026;12
322;EL AZIB;7026;12
323;CITE EL HABIB (EL AZIB);;12
324;HENCHIR EL MOUKAOUIMINE;7026;12
325;CITE 7 NOVEMBRE;7026;12
326;MAGHRAOUA;7026;12
327;CITE BIR HMEM;7035;12
328;CITE CHAMELLE;7035;12
329;CITE DRISS BEN FREJ;7035;12
330;CITE EL MAKAREM;7035;12
331;CITE ETTAHRIR;7035;12
332;CITE ETTAKADDOUM;7035;12
333;CITE INDEPENDANCE;7035;12
334;MENZEL ABDERRAHMAN;7035;12
335;EL AIN EL KEBIRA;7035;12
336;CITE EL AHLEM;7080;12
337;CITE EL BAALI;7080;12
338;CITE EL BATAN;7080;12
339;CITE EL HABIB (MENZEL JEMIL);;12
340;CITE EL HADDADIA;7080;12
341;CITE BIR REMEL;7080;12
342;CITE EL HBESS;7080;12
343;CITE ENNOUZHA;7080;12
344;CITE ETTAFFALA;7080;12
345;CITE HABIB ARIFA;7080;12
346;MENZEL JEMIL;7080;12
347;CITE NOUVELLE;7080;12
348;CITE EJJAMAA;7060;11
349;CITE EZZAYATINE;7060;11
350;CITE HOUMET SOUK;7060;11
351;GHORNATA;7060;11
352;LAHOUIDH;7060;11
353;UTIQUE;7060;11
354;UTIQUE NOUVELLE;7063;11
355;AIN GHELAL;7013;11
356;AIN SMARA;7013;11
357;EL BESBASSIA;7013;11
358;EL BHALIL CHARGUI;7013;11
359;EL BRIJ;7013;11
360;EL FEJJA;7013;11
361;DEGMA;7023;11
362;EL MABTOUH;7023;11
363;ESSAKAK;7023;11
364;BACH HAMBA;7043;11
365;SIDI OTHMAN;7023;11
366;CITE BOURGUIBA;7060;11
367;CITE CHATEAU D EAU;7060;11
368;CITE DE LA LAITERIE;7060;11
369;CITE DE LA POSTE;7060;11
370;CITE BOUGATFA;7001;13
371;CITE DE LA MUNICIPALITE;7001;13
372;CITE BELVEDERE;7000;13
373;CITE ERRIADH;7001;13
374;CITE HASSEN NOURI;7001;13
375;CITE NOUVELLE PLAGE;7001;13
376;KSIBA;7001;13
377;CITE EL MORJENE 4;7053;13
378;CITE RAFAHA 1;7053;13
379;CITE RAFAHA 2;7053;13
380;SIDI AHMED;7029;13
381;BIZERTE BAB MATEUR;7061;13
382;BIZERTE BOUGATFA;7053;13
383;CITE AFH;7053;13
384;CITE AIN MERIEM;7053;13
385;CITE BOUGATFA 2;7053;13
386;CITE EL KORNICHE 1;7053;13
387;CITE DE LA POLICE;7053;13
388;CITE DE PARIS;7003;13
389;CITE EL HANA;7003;13
390;CITE ENNACIM;7003;13
391;CITE ERRAOUABI;7003;13
392;OUED EL MARJ;7003;13
393;FEJJET ERRIH;7029;13
394;ENNADHOUR;7029;13
395;KSAR LAHMAR;7029;13
396;MARNISSA;7029;13
397;CITE DE LA SANTE;7003;13
398;CITE EL KORNICHE 3;7053;13
399;CITE EL KORNICHE 2;7053;13
400;CITE MILITAIRE;7002;13
401;CITE CHOUROUK SIDI SALEM;7003;13
402;CITE EL MORJENE 3;7053;13
403;BIZERTE;7000;13
404;CITE AIN MARIEM;7000;13
405;CITE INDEPENDANCE;7016;15
406;EL ALIA;7016;15
407;EL HARIZA;7016;15
408;IMPASSE EZZOUHOUR;7016;15
409;EZZITOUNE;7081;15
410;KHETMINE;7081;15
411;SIDI ALI CHEBAB;7093;15
412;CITE EL MOUROUJ;7011;14
413;CITE MILITAIRE;7011;14
414;LA PECHERIE;7011;14
415;METHLINE;7027;14
416;AIN JENANE;7029;14
417;EL MRAZIG;7029;14
418;AIN EL BERDA;7029;14
419;LOUATA;7041;14
420;TESKRAYA;7036;14
421;BOU ZARIA;7064;14
422;BIZERTE HACHED;7071;14
423;BORJ CHALLOUF;7094;14
424;CITE DU PROJET;7010;16
425;CITE EL BASSATINE;7010;16
426;CITE EL GHABETTE;7010;16
427;CITE EL MOUASKER;7010;16
428;CITE ESSAADA;7010;16
429;CITE EZZOUHOUR 2;7010;16
430;CITE EZZOUHOUR;7010;16
431;CITE KHALED IBN EL WALID;7010;16
432;CITE MOUGAAD;7010;16
433;CITE IBN KHALDOUN;7010;16
434;CITE SIDI MANSOUR;7010;16
435;CITE TAIEB MHIRI;7010;16
436;TOUAJNIA;7010;16
437;DHOUAHRIA;7010;16
438;CITE AIR NOUVELLE;7010;16
439;CITE AOUASSIA;7010;16
440;CITE COMMERCIALE;7010;16
441;CITE DES MINES;7010;16
442;CITE DES OUVRIERS;7010;16
443;EL ABEBSA;7010;16
444;EL MRIFEG;7010;16
445;EL HANIA;7010;16
446;ESSMAYRIA;7010;16
447;SIDI MACHREG;7010;16
448;TAMRA;7031;16
449;HADDADA;7010;16
450;SEJNANE;7010;16
451;EL GUETMA;7097;16
452;CITE 9 AVRIL;7014;17
453;CITE EL AMEN;7014;17
454;CITE EL MOUROUJ;7014;17
455;CITE NOUVELLE;7014;17
456;CITE KHALED IBN EL WALID;7014;17
457;CITE 7 NOVEMBRE;7014;17
458;TOUIBIA;7024;17
459;EL AOUSJA;7014;17
460;ZOUAOUINE;7024;17
461;BAJOU;7033;17
462;GHAR EL MELH;7033;17
463;AIN REKOUB;7040;18
464;BENI BRAHIM;7040;18
465;BOU JRIR;7040;18
466;CITE AFH;7040;18
467;CITE BORJ DEHEB;7040;18
468;CITE RURALE;7040;18
469;CITE SNIT;7040;18
470;EL JAFNA;7040;18
471;GHEZALA;7040;18
472;HENCHIR ETTOUILA;7040;18
473;EL ATIBA;7040;18
474;EL GARIA;7040;18
475;LAOUILIA;7040;18
476;OUED EZZITOUN;7040;18
477;OULED EL MAY;7040;18
478;CITE CALYPTUS;7021;19
479;CITE BEN AROUS;7021;19
480;CITE BOUCHOUCHA 2;7021;19
481;CITE DU SOLEIL;7021;19
482;CITE ENNACIM;7021;19
483;CITE ERRAJA 1;7021;19
484;CITE ERRAJA 2;7021;19
485;CITE ERRAJA 3;7021;19
486;CITE ERRIMEL;7021;19
487;CITE ERRSASS;7021;19
488;CITE ESSADAKA;7021;19
489;CITE ESCALIERS;7021;19
490;CITE HAMDOUN;7021;19
491;CITE GABSI;7021;19
492;CITE JAZIRI;7021;19
493;CITE LUNE;7021;19
494;CITE MOHAMED CHEHIMI;7021;19
495;CITE NOUVELLE;7021;19
496;JARZOUNA;7021;19
497;BAZINA;7012;20
498;JOUMINE;7020;20
499;SAYAH;7020;20
500;SMADAH;7020;20
501;BORJ EL ADOUANI;7022;21
502;CITE HACHED;7022;21
503;ETTAREF;7022;21
504;HENCHIR EL KAHLA;7022;21
505;JABOUZ;7022;21
506;MATEUR HACHED;7022;21
507;OUM JENNA;7022;21
508;SIDI SALEM;7022;21
509;CITE DE LA FRATERNITE;7030;21
510;CITE EZZOUHOUR;7030;21
511;CITE KHEMOUMA;7030;21
512;CITE DE LA GARE;7030;21
513;CITE EL MANAR;7030;21
514;CITE EL OMRANE 1;7030;21
515;CITE EL OMRANE 2;7030;21
516;CITE EL OMRANE 3;7030;21
517;CITE MONTAZAH;7030;21
518;CITE SNIT;7030;21
519;CITE EL OMRANE 4;7030;21
520;EL AOUANA;7030;21
521;CITE ZARROUK;7030;21
522;CITE ENNAHDHA;7030;21
523;JEBEL ICHKEUL;7030;21
524;SIDI MANSOUR;7030;21
525;MATEUR;7030;21
526;CITE ENNASR;7030;21
527;CITE ERRAJA 1;7030;21
528;CITE ERRAJA 2;7030;21
529;CITE ERRAJA 3;7030;21
530;SIDI NSIR;7030;21
531;SOUIDIA;7030;21
532;TEHENT;7030;21
533;CITE ESSADAKA;7030;21
534;HENCHIR EL BERNA;7050;21
535;CITE EL AMEL;7015;22
536;CITE TAIEB MHIRI;7015;22
537;RAFRAF;7015;22
538;SOUNINE;7025;22
539;CAP ZBIB;7034;22
540;METLINE;7034;22
541;RAFRAF PLAGE;7045;22
542;CITE AIN CHARCHARA;7070;22
543;CITE BIR EZZAAROUR;7070;22
544;CITE EL BENZARTI;7070;22
545;CITE EZZAYATINE;7070;22
546;CITE KAA EL BALLOUT;7070;22
547;BENI ATTA;7075;22
548;RAS JEBEL;7070;22
549;EL GARIA RAS JEBAL;7098;22
550;CITE EL EZZ;2034;24
551;CITE HEDI KHFACHA;2034;24
552;CITE IMEN;2034;24
553;CITE INDUSTRIELLE;2034;24
554;CITE MRAD 1;2034;24
555;CITE MRAD 2;2034;24
556;CITE PANORAMA;2034;24
557;EZZAHRA;2034;24
558;CITE BEN MILED;2065;24
559;CITE EL HABIB;2065;24
560;CITE EL HOUL;2065;24
561;CITE EL WARD;2065;24
562;CITE EL YASMINE;2065;24
563;CITE ENNASR;2065;24
564;EZZAHRA EL HABIB;2065;24
565;CITE DU WAGON;2034;24
566;CITE EL AHLEM;2034;24
567;CITE EL OULIJA;2034;24
568;CITE EL OUNS;2034;24
569;CITE ENNAKHIL 1;2034;24
570;CITE ENNAKHIL 2;2034;24
571;CITE ERRACHID;2034;24
572;CITE ERRIADH;2034;24
573;CITE EL AKACIA;2034;24
574;CITE EL AMEN;2034;24
575;CITE 18 JANVIER;2034;24
576;CITE BORJ LOUZIR;2034;24
577;CITE DU PORT;2034;24
578;CITE DOUAR CHATT;7032;23
579;CITE EL FATEH;7032;23
580;CITE EL FOULADH;7032;23
581;CITE EL KHADHRAOUI;7032;23
582;CITE SPROLS;7032;23
583;CITE IKBAL;7032;23
584;CITE ZGHABA;7032;23
585;KHARRATA;7032;23
586;TINJA;7032;23
587;CITE SIDI REZIG;7032;23
588;AIN FAROUA;7032;23
589;CITE DE LE LIBERTE;7032;23
590;CITE DE LA CARRIERE 2;1145;25
591;CITE DU LYCEE;1145;25
592;CITE EL AMEN;1145;25
593;CITE EL ATIQ;1145;25
594;CITE EL BASSATINE;1145;25
595;CITE EL BACCOUCH;1145;25
596;CITE EL ELMI 1;1145;25
597;CITE ENNOUZHA;1145;25
598;CITE ERRIADH;1145;25
599;CITE ESSAADA 1;1145;25
600;CITE ESSAADA 2;1145;25
601;CITE ESSAADA 3;1145;25
602;CITE ESSALEM;1145;25
603;CITE ETTAYARI;1145;25
604;CITE ETTOUAHRIA;1145;25
605;CITE EZZITOUN 2;1145;25
606;CITE BOU AKROUCHA;1145;25
607;CITE BOURBAI;1145;25
608;CITE CEBBALET CHIKH;1145;25
609;CITE CHAABANE;1145;25
610;CITE CHEBBI;1145;25
611;CITE DE LA CARRIERE 1;1145;25
612;CITE OUDHNA;1145;25
613;RESIDENCE ETTAOUFIK;1145;25
614;CITE TAIEB MHIRI;1145;25
615;CITE EL ELMI 2;1145;25
616;CITE EL HADDAD;1145;25
617;CITE EL HANA;1145;25
618;CITE EL OMRI 1;1145;25
619;CITE EL KSAR;1145;25
620;CITE EL OMRI 2;1145;25
621;CITE ELLOUATA;1145;25
622;CITE ENNACIM 1;1145;25
623;CITE ENNACIM 2;1145;25
624;CITE FATTOUMA BOURGUIBA;1145;25
625;CITE ENNASR;1145;25
626;CITE HACHED 1;1145;25
627;CITE HACHED 2;1145;25
628;CITE JAOUHARA;1145;25
629;CITE JARDINS;1145;25
630;CITE MONGI SLIM 1;1145;25
631;CITE MONGI SLIM 2;1145;25
632;MOHAMADIA;1145;25
633;RESIDENCE EL FERDAOUS;1145;25
634;CITE TNICH;1145;25
635;RESIDENCE EL MOUSTAKBEL;1145;25
636;IMMEUBLES DE L'INTERIEUR;1145;25
637;CITE MOHAMED ALI;2040;26
638;RESIDENCE EL OUNS;1145;25
639;CITE RADES 2;2040;26
640;CITE SFAXI;2040;26
641;CITE SNCFT;2040;26
642;CITE TAIEB MHIRI 1;2040;26
643;CITE TAIEB MHIRI 2;2040;26
644;CITE TAIEB MHIRI 3;2040;26
645;RADES;2040;26
646;RADES PLAGE;2040;26
647;CITE EL EZZ;2098;26
648;CITE NOUVELLE;2098;26
649;CITE 20 MARS;1125;26
650;RADES SALINE;1125;26
651;CITE ENNOUR;1125;26
652;ZONE INDUSTRIELLE 2;1125;26
653;ZONE INDUSTRIELLE 1;1125;26
654;ZONE PETROLIERE;1125;26
655;CITE SNIT;2018;26
656;DECOUPPAGE HAJ ALEYA;2018;26
657;RADES 7 NOVEMBRE;2018;26
658;VILLAGE MEDITERRANEE;2018;26
659;VILLE SPORTIVE;2018;26
660;CHOUCHET RADES;2040;26
661;RADES EL MRAH;2098;26
662;RADES FORET;2098;26
663;RADES MEDINA;2098;26
664;RADES MELIANE;2098;26
665;RADES MONGIL;2098;26
666;RESIDENCE IBN KHALDOUN;2074;27
667;RESIDENCE IBN ZEIDOUN;2074;27
668;RESIDENCE INES;2074;27
669;RESIDENCE JINENE EL MOUROUJ;2074;27
670;RESIDENCE MERIEM;2074;27
671;RESIDENCE SIDI BOU SAID;2074;27
672;RESIDENCE ZAHRET EL MOUROUJ;2074;27
673;CITE IBN MANDHOUR;2074;27
674;CITE IBN JAZZAR 2;2074;27
675;RESIDENCE TYPE;2074;27
676;CITE JARDINS;2074;27
677;CITE MONCEF BEY;2074;27
678;CITE TAHER HADDAD;2074;27
679;EL ALIA 1;2074;27
680;CITE YARGOULA;2074;27
681;EL ALIA 2;2074;27
682;EL ALIA 3;2074;27
683;EL MOUROUJ;2074;27
684;LA BELLE RESIDENCE;2074;27
685;RESIDENCE CHOUROUK 1;2074;27
686;RESIDENCE CHEBBI;2074;27
687;CITE COMMERCIALE ABOU SOFIANE;2074;27
688;CITE AZZA 2;2074;27
689;CITE COMMERCIALE BOUKHRISS;2074;27
690;CITE EL BASSATINE;2074;27
691;CITE DES OASIS;2074;27
692;CITE ERRACHID 2;2074;27
693;CITE ERRAOUDHA;2074;27
694;CITE ERRIADH;2074;27
695;CITE ERRIADH 2;2074;27
696;CITE ALYSSA 2;2074;27
697;CITE AZZA 1;2074;27
698;CITE ESSALEM;2074;27
699;CITE ALYSSA 1;2074;27
700;RESIDENCE CHOUROUK 2;2074;27
701;RESIDENCE CHOUROUK 3;2074;27
702;RESIDENCE DE LA VERDURE;2074;27
703;RESIDENCE DE L'HORIZON;2074;27
704;RESIDENCE DU PRINTEMPS;2074;27
705;RESIDENCE EL FOLL;2074;27
706;RESIDENCE EL KHALIL;2074;27
707;RESIDENCE EL MOURJENE;2074;27
708;RESIDENCE EL OUARD;2074;27
709;RESIDENCE EL WAFA;2074;27
710;RESIDENCE ENNACIM;2074;27
711;RESIDENCE ENNAOURES;2074;27
712;RESIDENCE ENNESRINE;2074;27
713;RESIDENCE ERRABOUA;2074;27
714;RESIDENCE ESSAAD;2074;27
715;RESIDENCE ESSAADA;2074;27
716;RESIDENCE ESSRAYA;2074;27
717;CITE EL MOUROUJ 3 BIS;2074;27
718;CITE EL WIFAK;2074;27
719;CITE ENNAKHIL;2074;27
720;CITE ENNARJES 1;2074;27
721;CITE ENNARJES 2;2074;27
722;CITE EL BOCHRA;2074;27
723;CITE EL FAOUZ;2074;27
724;CITE EL FOLL;2074;27
725;CITE ENNASR 1;2074;27
726;CITE ENNASR 2;2074;27
727;CITE ERRACHID 1;2074;27
728;BIR EL KASSAA;2059;27
729;MEGHIRA CENTRE;2082;28
730;FOUCHANA;2082;28
731;MEGHIRA INZEL;2082;28
732;ZONE INDUSTRIELLE EL MEGHIRA;2082;28
733;BIR ZENDALA;1135;28
734;CITE BRIM;2082;28
735;CITE CHEBBI;2082;28
736;CITE EL AMEL 2;2082;28
737;CITE EL AMEL;2082;28
738;CITE EL BANEFSEJ;2082;28
739;CITE EL FATEH;2082;28
740;CITE EL HANA;2082;28
741;CITE EL HIDHAB;2082;28
742;CITE EL IZDIHAR;2082;28
743;CITE EL MISK;2082;28
744;CITE EL MOUSTAKBEL;2082;28
745;CITE EL WARD;2082;28
746;CITE EL WIFAK;2082;28
747;CITE ENNASR;2082;28
748;CITE ENNOUZHA;2082;28
749;CITE ERRIADH;2082;28
750;CITE EZZITOUN 1;2082;28
751;CITE KHOUAJA;2082;28
752;CITE SNIT;2082;28
753;EL MENAYCHIA;2082;28
754;CHEBEDDA;1135;28
755;CITE TRABELSI;2082;28
756;DOUAR EL HOUCH;1135;28
757;NAASSEN;1135;28
758;CITE 20 MARS;2082;28
759;CITE 7 NOVEMBRE;2050;30
760;CITE CASINO;2050;30
761;CITE DAR EL BEY;2050;30
762;CITE DES INSTITUTEURS;2050;30
763;CITE DE LA MUNICIPALITE;2050;30
764;CITE DES OUVRIERS;2050;30
765;CITE ENNAHDHA;2050;30
766;CITE ENNASR;2050;30
767;CITE ENNOUZHA;2050;30
768;CITE ESSANAOUBRIA;2050;30
